timeframe,timestamp,close,ema20,ema50,ema200,sma20,sma50,sma200,rsi14,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,bb_width,bb_squeeze,atr14,volume_ratio,volume_quality,trend_state,momentum_state,volatility_state,trend_strength_score
15m,2026-05-09T19:00:00+00:00,80881.3,80697.25,80516.39,,80639.79,80441.76,,66.83,145.8883,124.0084,21.88,81100.17,80639.79,80179.41,0.011418,False,97.75,0.3187,reliable,neutral,bullish,normal,60.0
15m,2026-05-09T19:15:00+00:00,80802.6,80707.28,80527.62,,80663.5,80452.87,,60.28,136.0199,126.4107,9.6092,81104.81,80663.5,80222.19,0.010942,False,99.79,1.9996,reliable,neutral,bullish,normal,60.0
15m,2026-05-09T19:30:00+00:00,80840.9,80720.01,80539.9,,80688.83,80466.51,,62.22,129.7934,127.0872,2.7062,81108.19,80688.83,80269.47,0.010394,False,96.05,0.1826,reliable,neutral,bullish,normal,60.0
15m,2026-05-09T19:45:00+00:00,80938.3,80740.8,80555.52,,80719.65,80480.46,,66.68,131.2057,127.9109,3.2948,81115.4,80719.65,80323.9,0.009806,False,97.78,1.1934,reliable,neutral,bullish,normal,60.0
15m,2026-05-09T20:00:00+00:00,80843.0,80750.53,80566.8,,80747.99,80492.92,,59.31,123.2148,126.9717,-3.7569,81087.19,80747.99,80408.78,0.008402,False,97.61,0.2273,reliable,neutral,weakening,normal,60.0
15m,2026-05-09T20:15:00+00:00,80783.8,80753.7,80575.31,,80767.12,80504.26,,55.22,110.8274,123.7428,-12.9154,81064.51,80767.12,80469.74,0.007364,False,96.2,0.2148,reliable,neutral,weakening,normal,60.0
15m,2026-05-09T20:30:00+00:00,80800.0,80758.11,80584.12,,80783.53,80512.59,,56.11,101.1515,119.2246,-18.0731,81046.54,80783.53,80520.53,0.006511,False,93.56,0.2143,reliable,neutral,weakening,normal,60.0
15m,2026-05-09T20:45:00+00:00,80797.6,80761.87,80592.49,,80797.48,80521.03,,55.94,92.2265,113.8249,-21.5985,81029.08,80797.48,80565.87,0.005733,False,89.93,2.3906,reliable,neutral,weakening,normal,60.0
15m,2026-05-09T21:00:00+00:00,80859.3,80771.15,80602.95,,80812.4,80529.88,,59.48,89.1049,108.8809,-19.776,81016.62,80812.4,80608.19,0.005054,False,89.3,0.254,reliable,neutral,weakening,normal,60.0
15m,2026-05-09T21:15:00+00:00,80780.4,80772.03,80609.91,,80819.55,80537.58,,53.54,79.3497,102.9747,-23.625,81007.35,80819.55,80631.74,0.004648,False,89.7,0.1532,reliable,neutral,weakening,normal,60.0
15m,2026-05-09T21:30:00+00:00,80731.6,80768.18,80614.68,,80824.67,80545.48,,50.21,66.9097,95.7617,-28.852,80995.42,80824.67,80653.92,0.004225,False,87.54,0.0821,reliable,neutral,weakening,normal,40.0
15m,2026-05-09T21:45:00+00:00,80782.0,80769.5,80621.25,,80833.39,80556.16,,53.44,60.4212,88.6936,-28.2724,80972.33,80833.39,80694.44,0.003438,True,84.89,0.2875,reliable,neutral,weakening,squeeze,60.0
15m,2026-05-09T22:00:00+00:00,80733.1,80766.03,80625.63,,80833.07,80566.34,,50.04,50.7482,81.1045,-30.3563,80972.95,80833.07,80693.18,0.003461,True,82.84,0.2173,reliable,neutral,weakening,squeeze,40.0
15m,2026-05-09T22:15:00+00:00,80741.1,80763.66,80630.16,,80829.51,80576.43,,50.6,43.2295,73.5295,-30.3,80975.13,80829.51,80683.89,0.003603,False,78.36,1.126,reliable,neutral,weakening,normal,40.0
15m,2026-05-09T22:30:00+00:00,80790.2,80766.18,80636.44,,80827.47,80588.18,,53.96,40.7629,66.9762,-26.2133,80974.14,80827.47,80680.8,0.003629,False,81.9,2.1415,reliable,neutral,weakening,normal,60.0
15m,2026-05-09T22:45:00+00:00,80750.8,80764.72,80640.92,,80825.01,80599.28,,50.96,35.2229,60.6255,-25.4026,80975.22,80825.01,80674.8,0.003717,False,78.87,0.0642,reliable,neutral,weakening,normal,40.0
15m,2026-05-09T23:00:00+00:00,80709.8,80759.49,80643.62,,80819.07,80607.06,,47.97,27.2103,53.9425,-26.7322,80977.85,80819.07,80660.3,0.003929,False,83.23,1.279,reliable,neutral,bearish,normal,40.0
15m,2026-05-09T23:15:00+00:00,80650.3,80749.09,80643.88,,80800.12,80614.82,,43.94,15.8762,46.3292,-30.4531,80942.88,80800.12,80657.36,0.003534,True,81.54,0.1547,reliable,neutral,bearish,squeeze,40.0
15m,2026-05-09T23:30:00+00:00,80624.8,80737.25,80643.14,,80786.65,80621.05,,42.31,4.781,38.0196,-33.2386,80942.27,80786.65,80631.02,0.003853,False,78.5,0.6745,reliable,neutral,bearish,normal,20.0
15m,2026-05-09T23:45:00+00:00,80670.1,80730.86,80644.19,,80775.55,80627.42,,46.15,-0.3526,30.3451,-30.6977,80931.19,80775.55,80619.91,0.003854,False,76.12,0.585,reliable,neutral,bearish,normal,40.0
15m,2026-05-10T00:00:00+00:00,80688.5,80726.82,80645.93,,80765.91,80634.4,,47.67,-2.9028,23.6956,-26.5984,80917.81,80765.91,80614.01,0.003761,False,76.89,2.2857,reliable,neutral,bearish,normal,40.0
15m,2026-05-10T00:15:00+00:00,80693.6,80723.66,80647.8,,80760.46,80641.78,,48.11,-4.4609,18.0643,-22.5252,80914.62,80760.46,80606.3,0.003818,False,75.51,2.534,reliable,neutral,bearish,normal,40.0
15m,2026-05-10T00:30:00+00:00,80731.9,80724.44,80651.1,,80755.01,80650.39,,51.41,-2.5756,13.9363,-16.5119,80904.84,80755.01,80605.18,0.003711,False,75.76,0.9044,reliable,neutral,weakening,normal,60.0
15m,2026-05-10T00:45:00+00:00,80654.4,80717.77,80651.23,,80740.82,80655.55,,45.16,-7.2514,9.6988,-16.9502,80869.88,80740.82,80611.75,0.003197,True,77.7,1.3347,reliable,neutral,bearish,squeeze,40.0
15m,2026-05-10T01:00:00+00:00,80611.3,80707.63,80649.66,,80729.23,80660.81,,42.1,-14.2704,4.9049,-19.1753,80861.24,80729.23,80597.22,0.00327,True,78.75,0.4935,reliable,neutral,bearish,squeeze,20.0
15m,2026-05-10T01:15:00+00:00,80585.0,80695.95,80647.13,,80719.29,80664.65,,40.3,-21.7049,-0.417,-21.2879,80863.39,80719.29,80575.19,0.00357,False,77.84,0.4432,reliable,neutral,bearish,normal,20.0
15m,2026-05-10T01:30:00+00:00,80596.4,80686.47,80645.14,,80709.11,80668.24,,41.47,-26.373,-5.6082,-20.7648,80857.89,80709.11,80560.33,0.003687,False,75.79,0.247,reliable,neutral,bearish,normal,20.0
15m,2026-05-10T01:45:00+00:00,80642.0,80682.24,80645.01,,80701.33,80674.32,,46.01,-26.0921,-9.705,-16.3871,80846.86,80701.33,80555.8,0.003607,False,74.21,2.2186,reliable,neutral,bearish,normal,20.0
15m,2026-05-10T02:00:00+00:00,80589.6,80673.41,80642.84,,80687.85,80679.53,,41.98,-29.7548,-13.715,-16.0398,80821.22,80687.85,80554.47,0.003306,True,73.17,0.2723,reliable,neutral,bearish,squeeze,20.0
15m,2026-05-10T02:15:00+00:00,80716.4,80677.51,80645.73,,80684.65,80686.3,,52.76,-22.1702,-15.406,-6.7642,80811.59,80684.65,80557.7,0.003147,True,77.21,0.8633,reliable,neutral,weakening,squeeze,60.0
15m,2026-05-10T02:30:00+00:00,80713.0,80680.89,80648.36,,80683.71,80692.95,,52.48,-16.2465,-15.5741,-0.6724,80809.47,80683.71,80557.96,0.003117,True,75.97,0.2562,reliable,neutral,weakening,squeeze,60.0
15m,2026-05-10T02:45:00+00:00,80754.4,80687.89,80652.52,,80682.33,80701.47,,55.59,-8.1177,-14.0828,5.9652,80804.09,80682.33,80560.58,0.003018,True,73.5,0.1309,reliable,neutral,bullish,squeeze,60.0
15m,2026-05-10T03:00:00+00:00,80763.7,80695.11,80656.88,,80683.87,80710.06,,56.28,-0.9145,-11.4492,10.5346,80809.03,80683.87,80558.7,0.003103,True,72.97,1.4035,reliable,neutral,bullish,squeeze,60.0
15m,2026-05-10T03:15:00+00:00,80730.9,80698.52,80659.78,,80683.35,80718.24,,53.14,2.1229,-8.7348,10.8576,80807.62,80683.35,80559.09,0.00308,True,70.25,0.1636,reliable,neutral,bullish,squeeze,60.0
15m,2026-05-10T03:30:00+00:00,80805.5,80708.71,80665.5,,80684.12,80728.82,,58.78,10.4294,-4.9019,15.3313,80811.31,80684.12,80556.93,0.003153,True,75.26,0.8771,reliable,neutral,bullish,squeeze,60.0
15m,2026-05-10T03:45:00+00:00,80762.1,80713.79,80669.29,,80684.68,80736.05,,54.66,13.3564,-1.2503,14.6066,80813.21,80684.68,80556.16,0.003186,True,73.09,0.2975,reliable,neutral,bullish,squeeze,60.0
15m,2026-05-10T04:00:00+00:00,80746.5,80716.91,80672.32,,80686.52,80741.54,,53.21,14.2529,1.8504,12.4026,80817.58,80686.52,80555.46,0.003249,True,69.2,0.1487,reliable,neutral,bullish,squeeze,60.0
15m,2026-05-10T04:15:00+00:00,80775.3,80722.47,80676.35,,80692.77,80746.67,,55.55,17.0904,4.8984,12.192,80828.4,80692.77,80557.14,0.003362,False,66.67,0.6809,reliable,neutral,bullish,normal,60.0
15m,2026-05-10T04:30:00+00:00,80766.8,80726.69,80679.9,,80699.87,80750.79,,54.68,18.4406,7.6068,10.8338,80835.39,80699.87,80564.35,0.003359,False,65.66,0.1019,reliable,neutral,bullish,normal,60.0
15m,2026-05-10T04:45:00+00:00,80750.8,80728.99,80682.68,,80703.9,80753.06,,53.0,18.012,9.6879,8.3242,80840.49,80703.9,80567.32,0.003385,False,64.41,0.1687,reliable,neutral,bullish,normal,60.0
15m,2026-05-10T05:00:00+00:00,80725.8,80728.68,80684.37,,80705.77,80754.99,,50.4,15.4766,10.8456,4.631,80842.49,80705.77,80569.05,0.003388,False,61.81,0.1031,reliable,neutral,bullish,normal,40.0
15m,2026-05-10T05:15:00+00:00,80754.0,80731.09,80687.1,,80708.79,80757.92,,53.19,15.5634,11.7892,3.7743,80847.04,80708.79,80570.54,0.003426,False,60.85,0.7798,reliable,neutral,bullish,normal,60.0
15m,2026-05-10T05:30:00+00:00,80734.3,80731.4,80688.95,,80708.91,80757.81,,51.03,13.8826,12.2079,1.6747,80847.25,80708.91,80570.57,0.003428,False,59.2,0.3383,reliable,neutral,bullish,normal,60.0
15m,2026-05-10T05:45:00+00:00,80670.0,80725.55,80688.21,,80709.69,80754.97,,44.65,7.2781,11.2219,-3.9438,80846.9,80709.69,80572.48,0.0034,False,59.59,0.5395,reliable,neutral,bearish,normal,20.0
15m,2026-05-10T06:00:00+00:00,80695.8,80722.72,80688.51,,80713.91,80752.26,,47.49,4.0788,9.7933,-5.7145,80843.36,80713.91,80584.47,0.003207,True,57.48,0.7849,reliable,neutral,bearish,squeeze,40.0
15m,2026-05-10T06:15:00+00:00,80636.9,80714.55,80686.48,,80716.51,80749.0,,42.18,-3.1728,7.2001,-10.3729,80836.83,80716.51,80596.19,0.002981,True,57.73,0.9351,reliable,neutral,bearish,squeeze,20.0
15m,2026-05-10T06:30:00+00:00,80692.1,80712.41,80686.7,,80721.29,80746.27,,48.04,-4.4146,4.8771,-9.2918,80828.38,80721.29,80614.21,0.002653,True,58.7,0.9179,reliable,neutral,bearish,squeeze,40.0
15m,2026-05-10T06:45:00+00:00,80704.9,80711.69,80687.42,80317.15,80724.44,80739.78,80317.15,49.33,-4.3162,3.0385,-7.3547,80825.23,80724.44,80623.65,0.002497,True,55.44,1.8232,reliable,neutral,bearish,squeeze,60.0
15m,2026-05-10T07:00:00+00:00,80731.0,80713.53,80689.13,80321.27,80731.51,80736.52,80322.56,51.93,-2.1079,2.0092,-4.1171,80809.81,80731.51,80653.21,0.00194,True,55.95,3.07,reliable,bullish,weakening,squeeze,90.0
15m,2026-05-10T07:15:00+00:00,80766.3,80718.56,80692.15,80325.69,80734.01,80734.0,80328.27,55.29,2.4623,2.0998,0.3625,80813.45,80734.01,80654.56,0.001968,True,56.05,0.8803,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T07:30:00+00:00,80750.3,80721.58,80694.43,80329.92,80735.87,80731.38,80333.42,53.47,4.7384,2.6275,2.1109,80814.99,80735.87,80656.75,0.00196,True,53.24,0.4498,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T07:45:00+00:00,80728.0,80722.19,80695.75,80333.88,80734.55,80729.89,80339.01,50.95,4.6889,3.0398,1.6491,80813.24,80734.55,80655.86,0.001949,True,52.78,0.5599,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T08:00:00+00:00,80757.7,80725.57,80698.18,80338.1,80734.25,80728.23,80344.89,54.05,6.9658,3.825,3.1408,80812.52,80734.25,80655.98,0.001939,True,54.74,0.6673,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T08:15:00+00:00,80856.3,80738.02,80704.38,80343.25,80740.52,80726.59,80351.44,62.53,16.5359,6.3672,10.1687,80835.88,80740.52,80645.16,0.002362,True,59.39,2.5328,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T08:30:00+00:00,80798.3,80743.76,80708.06,80347.78,80740.16,80725.69,80357.71,55.99,19.2186,8.9375,10.2811,80834.54,80740.16,80645.78,0.002338,True,60.72,0.3505,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T08:45:00+00:00,80803.9,80749.49,80711.82,80352.32,80742.25,80726.1,80364.24,56.46,21.5482,11.4596,10.0886,80840.45,80742.25,80644.05,0.002432,True,58.87,1.9751,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T09:00:00+00:00,80825.6,80756.74,80716.28,80357.03,80746.21,80726.61,80371.79,58.33,24.8588,14.1394,10.7193,80851.26,80746.21,80641.15,0.002602,True,60.58,2.795,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T09:15:00+00:00,80800.1,80760.87,80719.57,80361.44,80747.45,80726.66,80379.14,55.32,25.1351,16.3386,8.7965,80854.51,80747.45,80640.38,0.002652,True,59.41,2.9009,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T09:30:00+00:00,80746.4,80759.49,80720.62,80365.27,80746.43,80724.4,80385.08,49.53,20.7814,17.2271,3.5543,80853.1,80746.43,80639.75,0.002642,True,60.1,1.9898,reliable,neutral,recovering,squeeze,60.0
15m,2026-05-10T09:45:00+00:00,80790.3,80762.43,80723.35,80369.5,80748.4,80724.6,80390.7,53.79,20.6355,17.9088,2.7267,80856.87,80748.4,80639.93,0.002687,True,59.41,4.8737,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T10:00:00+00:00,80741.9,80760.47,80724.08,80373.2,80749.21,80724.8,80395.87,48.89,16.4251,17.6121,-1.1869,80857.2,80749.21,80641.21,0.002675,True,62.64,1.3606,reliable,neutral,bearish,squeeze,60.0
15m,2026-05-10T10:15:00+00:00,80797.4,80763.99,80726.96,80377.42,80751.38,80725.11,80401.1,54.06,17.3666,17.563,-0.1964,80861.5,80751.38,80641.25,0.002728,True,67.5,2.1397,reliable,bullish,weakening,squeeze,90.0
15m,2026-05-10T10:30:00+00:00,80793.3,80766.78,80729.56,80381.56,80754.32,80726.32,80405.74,53.63,17.5792,17.5662,0.0129,80865.68,80754.32,80642.97,0.002758,True,65.0,4.5966,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T10:45:00+00:00,80848.5,80774.56,80734.22,80386.21,80763.25,80728.46,80410.63,58.44,21.9488,18.4427,3.5061,80874.76,80763.25,80651.74,0.002761,True,65.45,0.9357,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T11:00:00+00:00,80907.5,80787.22,80741.02,80391.39,80773.83,80730.81,80415.25,62.87,29.8288,20.7199,9.1088,80897.87,80773.83,80649.8,0.003071,False,68.31,1.236,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T11:15:00+00:00,80760.1,80784.64,80741.77,80395.06,80780.0,80731.0,80419.55,48.85,23.9042,21.3568,2.5474,80886.38,80780.0,80673.61,0.002634,True,74.38,2.0862,reliable,neutral,recovering,squeeze,60.0
15m,2026-05-10T11:30:00+00:00,80797.9,80785.9,80743.97,80399.07,80785.29,80732.76,80424.28,51.82,22.0054,21.4865,0.5189,80883.47,80785.29,80687.1,0.002431,True,71.97,1.0939,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T11:45:00+00:00,80793.0,80786.58,80745.89,80402.99,80789.69,80735.61,80429.0,51.4,19.876,21.1644,-1.2884,80880.31,80789.69,80699.07,0.002243,True,69.91,3.4193,reliable,bullish,weakening,squeeze,90.0
15m,2026-05-10T12:00:00+00:00,80819.3,80789.69,80748.77,80407.13,80794.1,80739.5,80434.05,53.56,20.0793,20.9474,-0.8681,80881.22,80794.1,80706.99,0.002156,True,68.17,0.0581,reliable,bullish,weakening,squeeze,90.0
15m,2026-05-10T12:15:00+00:00,80913.4,80801.48,80755.23,80412.17,80801.46,80744.37,80439.17,60.34,27.5162,22.2612,5.2551,80902.43,80801.46,80700.49,0.002499,True,70.26,0.5334,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T12:30:00+00:00,80903.8,80811.22,80761.05,80417.06,80809.13,80748.67,80442.95,59.39,32.2635,24.2616,8.0019,80916.84,80809.13,80701.43,0.002666,True,68.75,0.8555,reliable,bullish,bullish,squeeze,90.0
15m,2026-05-10T12:45:00+00:00,80915.5,80821.15,80767.11,80422.02,80818.51,80753.11,80446.51,60.21,36.5486,26.719,9.8295,80929.08,80818.51,80707.94,0.002736,False,65.61,0.8928,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T13:00:00+00:00,80906.6,80829.29,80772.58,80426.84,80825.96,80756.61,80449.97,59.23,38.7793,29.1311,9.6482,80939.3,80825.96,80712.61,0.002805,False,63.71,2.5408,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T13:15:00+00:00,80982.5,80843.88,80780.81,80432.37,80832.26,80763.17,80453.43,64.55,46.1398,32.5328,13.607,80965.1,80832.26,80699.43,0.003287,False,65.29,0.2306,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T13:30:00+00:00,80984.8,80857.3,80788.81,80437.87,80841.59,80770.64,80457.61,64.7,51.5643,36.3391,15.2251,80989.7,80841.59,80693.48,0.003664,False,65.55,1.6235,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T13:45:00+00:00,80938.0,80864.99,80794.66,80442.85,80848.29,80777.7,80461.2,59.2,51.4932,39.3699,12.1233,81001.28,80848.29,80695.31,0.003784,False,64.22,0.7074,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T14:00:00+00:00,80905.8,80868.88,80799.02,80447.45,80852.3,80783.89,80464.55,55.69,48.2821,41.1524,7.1297,81006.98,80852.3,80697.63,0.003826,False,63.27,1.6604,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T14:15:00+00:00,80894.9,80871.35,80802.78,80451.9,80857.04,80788.94,80467.53,54.51,44.3465,41.7912,2.5553,81010.79,80857.04,80703.3,0.003803,False,60.4,1.4344,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T14:30:00+00:00,80870.1,80871.23,80805.42,80456.07,80863.23,80794.55,80470.77,51.82,38.7793,41.1888,-2.4095,81007.92,80863.23,80718.54,0.003579,False,62.81,1.1549,reliable,neutral,weakening,normal,60.0
15m,2026-05-10T14:45:00+00:00,80988.9,80882.44,80812.62,80461.37,80873.16,80800.0,80475.71,61.59,43.4526,41.6416,1.811,81023.91,80873.16,80722.41,0.003728,False,70.86,2.1633,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T15:00:00+00:00,81038.2,80897.27,80821.46,80467.11,80887.98,80806.51,80482.54,64.78,50.5516,43.4236,7.128,81042.6,80887.98,80733.35,0.003823,False,75.41,2.5968,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T15:15:00+00:00,80961.2,80903.36,80826.94,80472.02,80896.17,80810.64,80489.33,56.84,49.3949,44.6178,4.7771,81047.91,80896.17,80744.42,0.003752,False,75.53,0.9396,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T15:30:00+00:00,81112.5,80923.28,80838.14,80478.4,80912.12,80817.62,80497.01,65.73,59.9953,47.6933,12.302,81084.11,80912.12,80740.14,0.004251,False,84.48,1.9617,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T15:45:00+00:00,81400.0,80968.68,80860.17,80487.57,80939.7,80831.0,80505.88,75.89,90.5512,56.2649,34.2863,81214.72,80939.7,80664.68,0.006796,False,98.98,2.62,reliable,bullish,overbought,normal,90.0
15m,2026-05-10T16:00:00+00:00,81474.1,81016.82,80884.25,80497.38,80968.03,80844.37,80513.69,77.73,119.3702,68.886,50.4842,81331.57,80968.03,80604.49,0.00898,False,99.67,3.2226,reliable,bullish,overbought,normal,90.0
15m,2026-05-10T16:15:00+00:00,81268.4,81040.78,80899.31,80505.06,80993.45,80854.5,80519.66,63.33,124.1797,79.9447,44.235,81366.72,80993.45,80620.17,0.009217,False,108.25,0.2776,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T16:30:00+00:00,81236.6,81059.43,80912.54,80512.33,81015.38,80864.3,80524.84,61.43,123.996,88.755,35.241,81391.82,81015.38,80638.94,0.009293,False,108.27,1.3652,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T16:45:00+00:00,81338.0,81085.96,80929.23,80520.55,81042.63,80875.56,80530.94,65.03,130.5278,97.1095,33.4183,81430.03,81042.63,80655.23,0.00956,False,108.68,2.1579,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T17:00:00+00:00,81335.5,81109.72,80945.16,80528.66,81068.44,80886.93,80538.33,64.87,133.9585,104.4793,29.4791,81461.93,81068.44,80674.95,0.009708,False,112.87,0.1919,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T17:15:00+00:00,81376.5,81135.13,80962.07,80537.09,81091.59,80899.44,80546.87,66.33,138.3904,111.2615,27.1288,81500.85,81091.59,80682.34,0.010094,False,114.29,0.6688,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T17:30:00+00:00,81348.8,81155.48,80977.24,80545.17,81113.84,80911.9,80553.82,64.38,138.0758,116.6244,21.4514,81528.47,81113.84,80699.22,0.010223,False,113.94,0.1485,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T17:45:00+00:00,81458.3,81184.32,80996.1,80554.26,81140.98,80925.99,80560.53,68.35,144.9909,122.2977,22.6932,81571.69,81140.98,80710.28,0.010616,False,119.92,4.9828,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T18:00:00+00:00,81426.1,81207.35,81012.97,80562.93,81166.96,80939.83,80567.88,66.02,146.1878,127.0757,19.1121,81600.8,81166.96,80733.12,0.01069,False,118.02,0.1168,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T18:15:00+00:00,81348.8,81220.82,81026.14,80570.75,81185.27,80953.4,80574.96,60.67,139.2932,129.5192,9.7739,81617.25,81185.27,80753.3,0.010642,False,117.28,0.5037,reliable,bullish,bullish,normal,90.0
15m,2026-05-10T18:30:00+00:00,81250.1,81223.61,81034.92,80577.51,81198.54,80964.49,80582.26,54.58,124.4305,128.5015,-4.071,81620.77,81198.54,80776.31,0.0104,False,119.44,0.1009,reliable,bullish,weakening,normal,90.0
15m,2026-05-10T18:45:00+00:00,81265.2,81227.57,81043.95,80584.35,81214.9,80977.05,80589.68,55.32,112.5725,125.3157,-12.7432,81619.62,81214.9,80810.18,0.009967,False,113.48,0.1884,reliable,bullish,weakening,normal,90.0
15m,2026-05-10T19:00:00+00:00,81360.1,81240.19,81056.35,80592.07,81237.62,80990.41,80597.33,59.75,109.5695,122.1664,-12.5969,81619.65,81237.62,80855.58,0.009405,False,121.53,1.0218,reliable,bullish,weakening,normal,90.0
15m,2026-05-10T19:15:00+00:00,81449.7,81260.14,81071.77,80600.61,81265.36,81005.31,80604.65,63.43,113.1157,120.3563,-7.2406,81622.36,81265.36,80908.35,0.008786,False,120.73,1.3104,reliable,bullish,weakening,normal,90.0
1h,2026-05-08T05:00:00+00:00,79648.8,,,,,,,,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T06:00:00+00:00,79580.4,,,,,,,0.0,,,,,,,,False,,,reliable,neutral,oversold,normal,20.0
1h,2026-05-08T07:00:00+00:00,79315.6,,,,,,,0.0,,,,,,,,False,,,reliable,neutral,oversold,normal,20.0
1h,2026-05-08T08:00:00+00:00,79706.5,,,,,,,26.73,,,,,,,,False,,,reliable,neutral,oversold,normal,20.0
1h,2026-05-08T09:00:00+00:00,79984.9,,,,,,,39.19,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T10:00:00+00:00,79809.9,,,,,,,35.15,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T11:00:00+00:00,80215.0,,,,,,,48.42,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T12:00:00+00:00,80235.1,,,,,,,48.98,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T13:00:00+00:00,79673.0,,,,,,,36.94,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T14:00:00+00:00,79911.8,,,,,,,43.32,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T15:00:00+00:00,79857.1,,,,,,,42.26,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T16:00:00+00:00,79956.9,,,,,,,44.9,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T17:00:00+00:00,79829.3,,,,,,,42.24,,,,,,,,False,,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T18:00:00+00:00,80193.2,,,,,,,51.12,,,,,,,,False,386.99,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T19:00:00+00:00,80043.3,,,,,,,47.86,,,,,,,,False,382.46,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T20:00:00+00:00,80224.0,,,,,,,51.84,,,,,,,,False,370.78,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T21:00:00+00:00,80131.3,,,,,,,49.74,,,,,,,,False,358.59,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T22:00:00+00:00,80363.5,,,,,,,54.7,,,,,,,,False,349.56,,reliable,neutral,neutral,normal,20.0
1h,2026-05-08T23:00:00+00:00,80218.6,,,,,,,51.3,,,,,,,,False,337.55,,reliable,neutral,neutral,normal,20.0
1h,2026-05-09T00:00:00+00:00,80141.0,79951.96,,,79951.96,,,49.52,,,,80498.37,79951.96,79405.55,0.013669,False,323.16,1.3861,reliable,neutral,neutral,normal,40.0
1h,2026-05-09T01:00:00+00:00,80300.0,79985.11,,,79984.52,,,53.1,,,,80532.48,79984.52,79436.56,0.013702,False,312.65,0.4701,reliable,neutral,neutral,normal,40.0
1h,2026-05-09T02:00:00+00:00,80433.8,80027.84,,,80027.19,,,55.94,,,,80575.56,80027.19,79478.82,0.013704,False,304.23,0.4519,reliable,neutral,neutral,normal,40.0
1h,2026-05-09T03:00:00+00:00,80440.7,80067.16,,,80083.45,,,56.08,,,,80549.04,80083.45,79617.85,0.011628,False,289.92,0.1902,reliable,neutral,neutral,normal,40.0
1h,2026-05-09T04:00:00+00:00,80565.9,80114.66,,,80126.42,,,58.78,,,,80604.0,80126.42,79648.83,0.011921,False,293.76,0.4191,reliable,neutral,neutral,normal,40.0
1h,2026-05-09T05:00:00+00:00,80369.2,80138.9,,,80145.63,,,53.25,,,,80630.12,80145.63,79661.14,0.01209,False,288.55,0.3171,reliable,neutral,neutral,normal,40.0
1h,2026-05-09T06:00:00+00:00,80385.3,80162.37,,,80174.4,,,53.64,235.2042,,,80643.02,80174.4,79705.78,0.01169,False,274.13,0.5863,reliable,neutral,neutral,normal,40.0
