date,btc_market_cap,btc_dominance,btc_volume,btc_close,usdt_market_cap,altcoin_season_index
2025-02-06,1912584628590.309,58.03454787519963,48848958931.79228,96582.88682919052,569.5181048818762,25
2025-02-07,1915093756057.5637,59.74,44462180396.172516,96635.41875332211,572.2112608064776,25
2025-02-08,1911296376425.356,58.70086647026943,57077722340.22422,96558.4563096667,578.4992668082035,25
2025-02-09,1914211835440.1182,58.05,20760850644.84597,96558.23762501091,614.7094865407944,25
2025-02-10,1913068773356.083,58.430080719783675,25457107581.051964,96548.57865379585,617.2838550746773,75
2025-02-11,1930742951090.367,57.8,37054987393.57789,97399.98161383197,617.6277634766806,50
2025-02-12,1898788887978.3252,58.05166922219045,36454577154.5622,95739.97737079239,643.374116169739,50
2025-02-13,1936842454813.9983,57.96,47115618235.19051,97836.18856127483,698.0715219546765,50
2025-02-14,1914315097486.3862,57.67325032301852,29084371910.690556,96561.6639990985,669.9136528267184,75
2025-02-15,1931656846871.4856,57.07,32289906944.92862,97488.48148536457,657.410706012491,75
2025-02-16,1934308378710.2861,57.543765733610705,14215311318.346336,97569.95169430465,661.9679162628277,50
2025-02-17,1905012222220.3691,57.84,13634794998.739267,96149.3484548204,674.7322746333247,50
2025-02-18,1898997753781.9536,57.42711056759722,25324374113.08163,95776.15723852723,667.1818129347955,50
2025-02-19,1892702154844.508,57.94,38311133144.729355,95495.89153299287,647.7337603591404,50
2025-02-20,1914337919659.5537,57.81948544578861,27703222487.389572,96554.87156259285,651.2699602601128,50
2025-02-21,1950376106325.3228,56.78,24175261969.81266,98384.31738240314,657.2357183731672,50
2025-02-22,1906058197506.3809,58.12595854685618,42477472950.92155,96135.15541305285,646.8031724730836,25
2025-02-23,1915260330870.798,58.65,18464415570.762142,96564.15414290235,668.785472644957,25
2025-02-24,1909625674815.4763,57.54799312101733,16643044374.983364,96327.46309127835,658.3040708334223,50
